"molecule","compound"
"ACT12_M_97310","camphechlor"
"ACT12_M_97311","DDT"
"ACT12_M_97312","dienochlor"
"ACT12_M_97313","endosulfan"
"ACT12_M_97314","lindane"
"ACT12_M_97315","organophosphorus acaricides"
"ACT12_M_97365","organophosphate acaricides"
"ACT12_M_97366","chlorfenvinphos"
"ACT12_M_97374","crotoxyphos"
"ACT12_M_97382","dichlorvos"
"ACT12_M_97392","heptenophos"
"ACT12_M_97393","mevinphos"
"ACT12_M_97423","monocrotophos"
"ACT12_M_97424","naled"
"ACT12_M_97425","TEPP"
"ACT12_M_97432","tetrachlorvinphos"
"ACT12_M_97441","organothiophosphate acaricides"
"ACT12_M_97447","amidithion"
"ACT12_M_97448","amiton"
"ACT12_M_97452","azinphos-ethyl"
"ACT12_M_97454","azinphos-methyl"
"ACT12_M_97462","azothoate"
"ACT12_M_97466","benoxafos"
"ACT12_M_97467","bromophos"
"ACT12_M_97476","bromophos-ethyl"
"ACT12_M_97477","carbophenothion"
"ACT12_M_97478","chlorpyrifos"
"ACT12_M_97479","chlorthiophos"
"ACT12_M_97480","coumaphos"
"ACT12_M_97481","cyanthoate"
"ACT12_M_97483","demeton"
"ACT12_M_97484","demeton-O"
"ACT12_M_97485","demeton-S"
"ACT12_M_97486","demeton-methyl"
"ACT12_M_97487","demeton-O-methyl"
"ACT12_M_97488","demeton-S-methyl"
"ACT12_M_97489","demeton-S-methylsulphon"
"ACT12_M_97495","dialifos"
"ACT12_M_97497","diazinon"
"ACT12_M_97500","dimethoate"
"ACT12_M_97543","dioxathion"
"ACT12_M_97544","disulfoton"
"ACT12_M_97546","endothion"
"ACT12_M_97555","ethion"
"ACT12_M_97574","ethoate-methyl"
"ACT12_M_97576","formothion"
"ACT12_M_97577","malathion"
"ACT12_M_97586","mecarbam"
"ACT12_M_97592","methacrifos"
"ACT12_M_97593","omethoate"
"ACT12_M_97627","oxydeprofos"
"ACT12_M_97632","oxydisulfoton"
"ACT12_M_97659","parathion"
"ACT12_M_97663","phenkapton"
"ACT12_M_97674","phorate"
"ACT12_M_97680","phosalone"
"ACT12_M_97693","phosmet"
"ACT12_M_97695","phostin"
"ACT12_M_97743","phoxim"
"ACT12_M_97744","pirimiphos-methyl"
"ACT12_M_97746","prothidathion"
"ACT12_M_97849","prothoate"
"ACT12_M_97881","pyrimitate"
"ACT12_M_97896","quinalphos"
"ACT12_M_97912","quintiofos"
"ACT12_M_97918","sophamide"
"ACT12_M_97924","sulfotep"
"ACT12_M_97925","thiometon"
"ACT12_M_97927","triazophos"
"ACT12_M_97928","trifenofos"
"ACT12_M_97932","vamidothion"
"ACT12_M_97944","phosphonate acaricides"
"ACT12_M_97945","trichlorfon"
"ACT12_M_97947","phosphoramidothioate acaricides"
"ACT12_M_97948","isocarbophos"
"ACT12_M_97949","methamidophos"
"ACT12_M_97951","propetamphos"
"ACT12_M_97953","phosphorodiamide acaricides"
"ACT12_M_97954","dimefox"
"ACT12_M_97955","mipafox"
"ACT12_M_97956","schradan"
"ACT12_M_98017","organotin acaricides"
"ACT12_M_98018","azocyclotin"
"ACT12_M_98019","cyhexatin"
"ACT12_M_98021","fenbutatin oxide"
"ACT12_M_98022","phostin"
"ACT12_M_98059","phenylsulfamide acaricides"
"ACT12_M_98060","dichlofluanid"
"ACT12_M_98063","phthalimide acaricides"
"ACT12_M_98067","dialifos"
"ACT12_M_98068","phosmet"
"ACT12_M_98069","pyrazole acaricides"
"ACT12_M_98070","cyenopyrafen"
"ACT12_M_98074","cyetpyrafen"
"ACT12_M_98084","fenpyroximate"
"ACT12_M_98116","phenylpyrazole acaricides"
"ACT12_M_98117","acetoprole"
"ACT12_M_98144","fipronil"
"ACT12_M_98156","vaniliprole"
"ACT12_M_98165","pyrazolecarboxamide acaricides"
"ACT12_M_98166","pyflubumide"
"ACT12_M_98167","tebufenpyrad"
"ACT12_M_98168","pyrethroid acaricides"
"ACT12_M_98171","pyrethroid ester acaricides"
"ACT12_M_98173","acrinathrin"
"ACT12_M_98174","bifenthrin"
"ACT12_M_98178","brofluthrinate"
"ACT12_M_98181","cyhalothrin"
"ACT12_M_98187","cypermethrin"
"ACT12_M_98209","alpha-cypermethrin"
"ACT12_M_98210","fenpropathrin"
"ACT12_M_98239","fenvalerate"
"ACT12_M_98255","flucythrinate"
"ACT12_M_98279","flumethrin"
"ACT12_M_98284","fluvalinate"
"ACT12_M_98309","tau-fluvalinate"
"ACT12_M_98319","permethrin"
"ACT12_M_98326","pyrethroid ether acaricides"
"ACT12_M_98328","halfenprox"
"ACT12_M_98335","pyrimidinamine acaricides"
"ACT12_M_98336","pyrimidifen"
"ACT12_M_98348","pyrrole acaricides"
"ACT12_M_98447","chlorfenapyr"
"ACT12_M_98448","quaternary ammonium acaricides"
"ACT12_M_98449","sanguinarine"
"ACT12_M_98457","quinoxaline acaricides"
"ACT12_M_98463","chinomethionat"
"ACT12_M_98532","thioquinox"
"ACT12_M_98533","strobilurin acaricides"
"ACT12_M_98537","methoxyacrylate strobilurin acaricides"
"ACT12_M_98547","bifujunzhi"
"ACT12_M_98553","fluacrypyrim"
"ACT12_M_98554","flufenoxystrobin"
"ACT12_M_98569","pyriminostrobin"
"ACT12_M_98570","sulfite ester acaricides"
"ACT12_M_98585","aramite"
"ACT12_M_98593","propargite"
"ACT12_M_98594","tetronic acid acaricides"
"ACT12_M_98606","spirodiclofen"
"ACT12_M_98607","spiromesifen"
"ACT12_M_98611","tetrazine acaricides"
"ACT12_M_98613","clofentezine"
"ACT12_M_98614","diflovidazin"
"ACT12_M_98618","thiazolidine acaricides"
"ACT12_M_98619","flubenzimine"
"ACT12_M_98622","hexythiazox"
"ACT12_M_98623","thiocarbamate acaricides"
"ACT12_M_98624","fenothiocarb"
"ACT12_M_98625","thiourea acaricides"
"ACT12_M_98626","chloromethiuron"
"ACT12_M_98679","diafenthiuron"
"ACT12_M_98768","unclassified acaricides"
"ACT12_M_98777","acequinocyl"
"ACT12_M_98778","acynonapyr"
"ACT12_M_98800","amidoflumet"
"ACT12_M_98801","arsenous oxide"
"ACT12_M_98816","clenpirin"
"ACT12_M_98818","closantel"
"ACT12_M_98819","crotamiton"
"ACT12_M_98891","cycloprate"
"ACT12_M_98894","cymiazole"
"ACT12_M_99050","disulfiram"
"ACT12_M_99051","etoxazole"
"ACT12_M_99063","fenazaflor"
"ACT12_M_99072","fenazaquin"
"ACT12_M_99073","fluenetil"
"ACT12_M_99075","flupentiofenox"
"ACT12_M_99078","mesulfen"
"ACT12_M_99080","MNAF"
"ACT12_M_99081","nifluridide"
"ACT12_M_99083","nikkomycins"
"ACT12_M_99119","pyridaben"
"ACT12_M_99120","sulfiram"
"ACT12_M_99121","sulfluramid"
"ACT12_M_99122","sulfur"
"ACT12_M_99133","thuringiensin"
"ACT12_M_99136","triarathene"
"ACT12_M_99149","azobenzene"
"ACT12_M_99150","benzoximate"
"ACT12_M_99156","benzyl benzoate"
"ACT12_M_99162","bromopropylate"
"ACT12_M_99165","chlorbenside"
"ACT12_M_99166","chlorfenethol"
"ACT12_M_99167","chlorfenson"
"ACT12_M_99179","chlorfensulphide"
"ACT12_M_99180","chlorobenzilate"
"ACT12_M_99185","chloropropylate"
"ACT12_M_99187","cyflumetofen"
"ACT12_M_99190","DDT"
"ACT12_M_99197","dicofol"
"ACT12_M_99198","diphenyl sulfone"
"ACT12_M_99199","dofenapyn"
"ACT12_M_99200","fenson"
"ACT12_M_99201","fentrifanil"
"ACT12_M_99261","fluorbenside"
"ACT12_M_99262","genit"
"ACT12_M_99304","hexachlorophene"
"ACT12_M_99307","phenproxide"
"ACT12_M_99350","proclonol"
"ACT12_M_99371","tetradifon"
"ACT12_M_99374","tetrasul"
"ACT12_M_99375","oxime carbamate acaricides"
"ACT12_M_99380","aldicarb"
"ACT12_M_99382","butocarboxim"
"ACT12_M_99424","oxamyl"
"ACT12_M_99426","thiocarboxime"
"ACT12_M_99432","thiofanox"
"ACT12_M_99433","carbazate acaricides"
"ACT12_M_99435","bifenazate"
"ACT12_M_99436","dinitrophenol acaricides"
"ACT12_M_99455","binapacryl"
"ACT12_M_99511","dinex"
"ACT12_M_99514","dinobuton"
"ACT12_M_99520","dinocap"
"ACT12_M_99521","dinocap-4"
"ACT12_M_99522","dinocap-6"
"ACT12_M_99524","dinocton"
"ACT12_M_99532","dinopenton"
"ACT12_M_99581","dinosulfon"
"ACT12_M_99582","dinoterbon"
"ACT12_M_99585","DNOC"
"ACT12_M_99608","formamidine acaricides"
"ACT12_M_99619","amitraz"
"ACT12_M_99621","chlordimeform"
"ACT12_M_99622","chloromebuform"
"ACT12_M_99624","formetanate"
"ACT12_M_99625","formparanate"
"ACT12_M_99627","medimeform"
"ACT12_M_99628","semiamitraz"
"ACT12_M_99629","isoxazoline acaricides"
"ACT12_M_99630","afoxolaner"
"ACT12_M_99631","esafoxolaner"
"ACT12_M_99632","fluralaner"
"ACT12_M_99638","lotilaner"
"ACT12_M_99639","sarolaner"
"ACT12_M_99640","tigolaner"
"ACT12_M_99653","macrocyclic lactone acaricides"
"ACT12_M_99747","tetranactin"
"ACT12_M_99750","avermectin acaricides"
"ACT12_M_99752","abamectin"
"ACT12_M_99794","doramectin"
"ACT12_M_99859","eprinomectin"
"ACT12_M_99867","ivermectin"
"ACT12_M_99868","selamectin"
"ACT12_M_99869","milbemycin acaricides"
"ACT12_M_99885","milbemectin"
"ACT12_M_99887","milbemycin oxime"
"ACT12_M_99890","moxidectin"
"ACT12_M_99893","mite growth regulators"
"ACT12_M_99898","clofentezine"
"ACT12_M_99906","cyromazine"
"ACT12_M_99916","diflovidazin"
"ACT12_M_99917","dofenapyn"
"ACT12_M_99994","fluazuron"
"ACT12_M_99995","flubenzimine"
"ACT12_M_99996","flucycloxuron"
"ACT12_M_99997","flufenoxuron"
"ACT12_M_99999","hexythiazox"
"ACT12_M_100002","organochlorine acaricides"
"ACT12_M_100065","bromocyclen"
"ACT12_M_100068","camphechlor"
"ACT12_M_100073","DDT"
"ACT12_M_100114","dienochlor"
"ACT12_M_100122","endosulfan"
"ACT12_M_100158","lindane"
"ACT12_M_100160","organophosphorus acaricides"
"ACT12_M_100202","organophosphate acaricides"
"ACT12_M_100203","chlorfenvinphos"
"ACT12_M_100207","crotoxyphos"
"ACT12_M_100209","dichlorvos"
"ACT12_M_100224","heptenophos"
"ACT12_M_100249","mevinphos"
"ACT12_M_100250","monocrotophos"
"ACT12_M_100255","naled"
"ACT12_M_100271","TEPP"
"ACT12_M_100274","tetrachlorvinphos"
"ACT12_M_100277","organothiophosphate acaricides"
"ACT12_M_100279","amidithion"
"ACT12_M_100290","amiton"
"ACT12_M_100291","azinphos-ethyl"
"ACT12_M_100322","azinphos-methyl"
"ACT12_M_100323","azothoate"
"ACT12_M_100361","benoxafos"
"ACT12_M_100374","bromophos"
"ACT12_M_100375","bromophos-ethyl"
"ACT12_M_100376","carbophenothion"
"ACT12_M_100378","chlorpyrifos"
"ACT12_M_100380","chlorthiophos"
"ACT12_M_100390","coumaphos"
"ACT12_M_100529","cyanthoate"
"ACT12_M_100530","demeton"
"ACT12_M_100532","demeton-O"
"ACT12_M_100533","demeton-S"
"ACT12_M_100560","demeton-methyl"
"ACT12_M_100571","demeton-O-methyl"
"ACT12_M_100579","demeton-S-methyl"
"ACT12_M_100580","demeton-S-methylsulphon"
"ACT12_M_100585","dialifos"
"ACT12_M_100666","diazinon"
"ACT12_M_100667","dimethoate"
"ACT12_M_100682","dioxathion"
"ACT12_M_100704","disulfoton"
"ACT12_M_100705","endothion"
"ACT12_M_100706","ethion"
"ACT12_M_100707","ethoate-methyl"
"ACT12_M_100708","formothion"
"ACT12_M_100710","malathion"
"ACT12_M_100711","mecarbam"
"ACT12_M_100714","methacrifos"
"ACT12_M_100722","omethoate"
"ACT12_M_100730","oxydeprofos"
"ACT12_M_100731","oxydisulfoton"
"ACT12_M_100734","parathion"
"ACT12_M_100748","phenkapton"
"ACT12_M_100749","phorate"
"ACT12_M_100750","phosalone"
"ACT12_M_100751","phosmet"
"ACT12_M_100760","phostin"
"ACT12_M_100798","phoxim"
"ACT12_M_100801","pirimiphos-methyl"
"ACT12_M_100804","prothidathion"
"ACT12_M_100842","prothoate"
"ACT12_M_100844","pyrimitate"
"ACT12_M_100845","quinalphos"
"ACT12_M_100846","quintiofos"
"ACT12_M_100849","sophamide"
"ACT12_M_100859","sulfotep"
"ACT12_M_100860","thiometon"
"ACT12_M_100861","triazophos"
"ACT12_M_100863","trifenofos"
"ACT12_M_100864","vamidothion"
"ACT12_M_100871","phosphonate acaricides"
"ACT12_M_100874","trichlorfon"
"ACT12_M_100875","phosphoramidothioate acaricides"
"ACT12_M_100876","isocarbophos"
"ACT12_M_100878","methamidophos"
"ACT12_M_100881","propetamphos"
"ACT12_M_100900","phosphorodiamide acaricides"
"ACT12_M_100904","dimefox"
"ACT12_M_100905","mipafox"
"ACT12_M_101008","schradan"
"ACT12_M_101009","organotin acaricides"
"ACT12_M_101018","azocyclotin"
"ACT12_M_101021","cyhexatin"
"ACT12_M_101027","fenbutatin oxide"
"ACT12_M_101030","phostin"
"ACT12_M_101033","phenylsulfamide acaricides"
"ACT12_M_101036","dichlofluanid"
"ACT12_M_101070","phthalimide acaricides"
"ACT12_M_101073","dialifos"
"ACT12_M_101075","phosmet"
"ACT12_M_101078","pyrazole acaricides"
"ACT12_M_101079","cyenopyrafen"
"ACT12_M_101080","cyetpyrafen"
"ACT12_M_101082","fenpyroximate"
"ACT12_M_101086","phenylpyrazole acaricides"
"ACT12_M_101106","acetoprole"
"ACT12_M_101113","fipronil"
"ACT12_M_101127","vaniliprole"
"ACT12_M_101128","pyrazolecarboxamide acaricides"
"ACT12_M_101130","pyflubumide"
"ACT12_M_101131","tebufenpyrad"
"ACT12_M_101132","pyrethroid acaricides"
"ACT12_M_101144","pyrethroid ester acaricides"
"ACT12_M_101145","acrinathrin"
"ACT12_M_101169","bifenthrin"
"ACT12_M_101170","brofluthrinate"
"ACT12_M_101192","cyhalothrin"
"ACT12_M_101212","cypermethrin"
"ACT12_M_101213","alpha-cypermethrin"
"ACT12_M_101215","fenpropathrin"
"ACT12_M_101217","fenvalerate"
"ACT12_M_101218","flucythrinate"
"ACT12_M_101220","flumethrin"
"ACT12_M_101222","fluvalinate"
"ACT12_M_101225","tau-fluvalinate"
"ACT12_M_101227","permethrin"
"ACT12_M_101228","pyrethroid ether acaricides"
"ACT12_M_101229","halfenprox"
"ACT12_M_101230","pyrimidinamine acaricides"
"ACT12_M_101231","pyrimidifen"
"ACT12_M_101232","pyrrole acaricides"
"ACT12_M_101233","chlorfenapyr"
"ACT12_M_101234","quaternary ammonium acaricides"
"ACT12_M_101235","sanguinarine"
"ACT12_M_101236","quinoxaline acaricides"
"ACT12_M_101237","chinomethionat"
"ACT12_M_101238","thioquinox"
"ACT12_M_101239","strobilurin acaricides"
"ACT12_M_101246","methoxyacrylate strobilurin acaricides"
"ACT12_M_101247","bifujunzhi"
"ACT12_M_101248","fluacrypyrim"
"ACT12_M_101249","flufenoxystrobin"
"ACT12_M_101291","pyriminostrobin"
"ACT12_M_101305","sulfite ester acaricides"
"ACT12_M_101313","aramite"
"ACT12_M_101448","propargite"
"ACT12_M_101476","tetronic acid acaricides"
"ACT12_M_101542","spirodiclofen"
"ACT12_M_101546","spiromesifen"
"ACT12_M_101548","tetrazine acaricides"
"ACT12_M_101633","clofentezine"
"ACT12_M_101637","diflovidazin"
"ACT12_M_101639","thiazolidine acaricides"
"ACT12_M_101659","flubenzimine"
"ACT12_M_101661","hexythiazox"
"ACT12_M_101662","thiocarbamate acaricides"
"ACT12_M_101666","fenothiocarb"
"ACT12_M_101677","thiourea acaricides"
"ACT12_M_101678","chloromethiuron"
"ACT12_M_101679","diafenthiuron"
"ACT12_M_101681","unclassified acaricides"
"ACT12_M_101682","acequinocyl"
"ACT12_M_101683","acynonapyr"
"ACT12_M_101684","amidoflumet"
"ACT12_M_101686","arsenous oxide"
"ACT12_M_101688","clenpirin"
"ACT12_M_101690","closantel"
"ACT12_M_101699","crotamiton"
"ACT12_M_101756","cycloprate"
"ACT12_M_101759","cymiazole"
"ACT12_M_101760","disulfiram"
"ACT12_M_101778","etoxazole"
"ACT12_M_101810","fenazaflor"
"ACT12_M_101861","fenazaquin"
"ACT12_M_101883","fluenetil"
"ACT12_M_101893","flupentiofenox"
"ACT12_M_101899","mesulfen"
"ACT12_M_101900","MNAF"
"ACT12_M_101902","nifluridide"
"ACT12_M_101910","nikkomycins"
"ACT12_M_101911","pyridaben"
"ACT12_M_101918","sulfiram"
"ACT12_M_101940","sulfluramid"
"ACT12_M_101952","sulfur"
"ACT12_M_101961","thuringiensin"
"ACT12_M_101967","triarathene"
"ACT12_M_101968","azobenzene"
"ACT12_M_101977","benzoximate"
"ACT12_M_101978","benzyl benzoate"
"ACT12_M_101979","bromopropylate"
"ACT12_M_101982","chlorbenside"
"ACT12_M_101984","chlorfenethol"
"ACT12_M_101991","chlorfenson"
"ACT12_M_102004","chlorfensulphide"
"ACT12_M_102020","chlorobenzilate"
"ACT12_M_102022","chloropropylate"
"ACT12_M_102030","cyflumetofen"
"ACT12_M_102032","DDT"
"ACT12_M_102033","dicofol"
"ACT12_M_102035","diphenyl sulfone"
"ACT12_M_102037","dofenapyn"
"ACT12_M_102069","fenson"
"ACT12_M_102071","fentrifanil"
"ACT12_M_102073","fluorbenside"
"ACT12_M_102074","genit"
"ACT12_M_102075","hexachlorophene"
"ACT12_M_102076","phenproxide"
"ACT12_M_102077","proclonol"
"ACT12_M_102078","tetradifon"
"ACT12_M_102102","tetrasul"
"ACT12_M_102112","oxime carbamate acaricides"
"ACT12_M_102113","aldicarb"
"ACT12_M_102114","butocarboxim"
"ACT12_M_102133","oxamyl"
"ACT12_M_102149","thiocarboxime"
"ACT12_M_102150","thiofanox"
"ACT12_M_102151","carbazate acaricides"
"ACT12_M_102159","bifenazate"
"ACT12_M_102165","dinitrophenol acaricides"
"ACT12_M_102218","binapacryl"
"ACT12_M_102219","dinex"
"ACT12_M_102229","dinobuton"
"ACT12_M_102242","dinocap"
"ACT12_M_102243","dinocap-4"
"ACT12_M_102255","dinocap-6"
"ACT12_M_102262","dinocton"
"ACT12_M_102274","dinopenton"
"ACT12_M_102290","dinosulfon"
"ACT12_M_102291","dinoterbon"
"ACT12_M_102292","DNOC"
"ACT12_M_102293","formamidine acaricides"
"ACT12_M_102294","amitraz"
"ACT12_M_102295","chlordimeform"
"ACT12_M_102296","chloromebuform"
"ACT12_M_102302","formetanate"
"ACT12_M_102304","formparanate"
"ACT12_M_102305","medimeform"
"ACT12_M_102306","semiamitraz"
"ACT12_M_102307","isoxazoline acaricides"
"ACT12_M_102308","afoxolaner"
"ACT12_M_102309","esafoxolaner"
"ACT12_M_102310","fluralaner"
"ACT12_M_102311","lotilaner"
"ACT12_M_102312","sarolaner"
"ACT12_M_102313","tigolaner"
"ACT12_M_102314","macrocyclic lactone acaricides"
"ACT12_M_102401","tetranactin"
"ACT12_M_102402","avermectin acaricides"
"ACT12_M_102417","abamectin"
"ACT12_M_102442","doramectin"
"ACT12_M_102443","eprinomectin"
"ACT12_M_102444","ivermectin"
"ACT12_M_102464","selamectin"
"ACT12_M_102465","milbemycin acaricides"
"ACT12_M_102466","milbemectin"
"ACT12_M_102468","milbemycin oxime"
"ACT12_M_102471","moxidectin"
"ACT12_M_102478","mite growth regulators"
"ACT12_M_102490","clofentezine"
"ACT12_M_102492","cyromazine"
"ACT12_M_102520","diflovidazin"
"ACT12_M_102525","dofenapyn"
"ACT12_M_102526","fluazuron"
"ACT12_M_102527","flubenzimine"
"ACT12_M_102529","flucycloxuron"
"ACT12_M_102566","flufenoxuron"
"ACT12_M_102567","hexythiazox"
"ACT12_M_102568","organochlorine acaricides"
"ACT12_M_102575","bromocyclen"
"ACT12_M_102580","camphechlor"
"ACT12_M_102581","DDT"
"ACT12_M_102584","dienochlor"
"ACT12_M_102585","endosulfan"
"ACT12_M_102586","lindane"
"ACT12_M_102590","organophosphorus acaricides"
"ACT12_M_102596","organophosphate acaricides"
"ACT12_M_102600","chlorfenvinphos"
"ACT12_M_102609","crotoxyphos"
"ACT12_M_102610","dichlorvos"
"ACT12_M_102611","heptenophos"
"ACT12_M_102612","mevinphos"
"ACT12_M_102613","monocrotophos"
"ACT12_M_102615","naled"
"ACT12_M_102616","TEPP"
"ACT12_M_102617","tetrachlorvinphos"
"ACT12_M_102618","organothiophosphate acaricides"
"ACT12_M_102619","amidithion"
"ACT12_M_102620","amiton"
"ACT12_M_102621","azinphos-ethyl"
"ACT12_M_102624","azinphos-methyl"
"ACT12_M_102628","azothoate"
"ACT12_M_102641","benoxafos"
"ACT12_M_102658","bromophos"
"ACT12_M_102663","bromophos-ethyl"
"ACT12_M_102665","carbophenothion"
"ACT12_M_102669","chlorpyrifos"
"ACT12_M_102670","chlorthiophos"
"ACT12_M_102671","coumaphos"
"ACT12_M_102839","cyanthoate"
"ACT12_M_102863","demeton"
"ACT12_M_102890","demeton-O"
"ACT12_M_102891","demeton-S"
"ACT12_M_102973","demeton-methyl"
"ACT12_M_102974","demeton-O-methyl"
"ACT12_M_102998","demeton-S-methyl"
"ACT12_M_103000","demeton-S-methylsulphon"
"ACT12_M_103023","dialifos"
"ACT12_M_103048","diazinon"
"ACT12_M_103176","dimethoate"
"ACT12_M_103177","dioxathion"
"ACT12_M_103185","disulfoton"
"ACT12_M_103189","endothion"
"ACT12_M_103191","ethion"
"ACT12_M_103202","ethoate-methyl"
"ACT12_M_103203","formothion"
"ACT12_M_103205","malathion"
"ACT12_M_103208","mecarbam"
"ACT12_M_103233","methacrifos"
"ACT12_M_103234","omethoate"
"ACT12_M_103256","oxydeprofos"
"ACT12_M_103257","oxydisulfoton"
"ACT12_M_103259","parathion"
"ACT12_M_103260","phenkapton"
"ACT12_M_103263","phorate"
"ACT12_M_103265","phosalone"
"ACT12_M_103274","phosmet"
"ACT12_M_103280","phostin"
"ACT12_M_103283","phoxim"
"ACT12_M_103285","pirimiphos-methyl"
"ACT12_M_103287","prothidathion"
"ACT12_M_103289","prothoate"
"ACT12_M_103291","pyrimitate"
"ACT12_M_103292","quinalphos"
"ACT12_M_103294","quintiofos"
"ACT12_M_103295","sophamide"
"ACT12_M_103296","sulfotep"
"ACT12_M_103298","thiometon"
"ACT12_M_103302","triazophos"
"ACT12_M_103308","trifenofos"
"ACT12_M_103312","vamidothion"
"ACT12_M_103315","phosphonate acaricides"
"ACT12_M_103317","trichlorfon"
"ACT12_M_103329","phosphoramidothioate acaricides"
"ACT12_M_103337","isocarbophos"
"ACT12_M_103350","methamidophos"
"ACT12_M_103351","propetamphos"
"ACT12_M_103353","phosphorodiamide acaricides"
"ACT12_M_103362","dimefox"
"ACT12_M_103363","mipafox"
"ACT12_M_103364","schradan"
"ACT12_M_103365","organotin acaricides"
"ACT12_M_103389","azocyclotin"
"ACT12_M_103390","cyhexatin"
"ACT12_M_103392","fenbutatin oxide"
"ACT12_M_103394","phostin"
"ACT12_M_103396","phenylsulfamide acaricides"
"ACT12_M_103404","dichlofluanid"
"ACT12_M_103413","phthalimide acaricides"
"ACT12_M_103415","dialifos"
"ACT12_M_103417","phosmet"
"ACT12_M_103418","pyrazole acaricides"
"ACT12_M_103421","cyenopyrafen"
"ACT12_M_103422","cyetpyrafen"
"ACT12_M_103434","fenpyroximate"
"ACT12_M_103445","phenylpyrazole acaricides"
"ACT12_M_103461","acetoprole"
"ACT12_M_103480","fipronil"
"ACT12_M_103498","vaniliprole"
"ACT12_M_103503","pyrazolecarboxamide acaricides"
"ACT12_M_103506","pyflubumide"
"ACT12_M_103547","tebufenpyrad"
"ACT12_M_103548","pyrethroid acaricides"
"ACT12_M_103556","pyrethroid ester acaricides"
"ACT12_M_103558","acrinathrin"
"ACT12_M_103678","bifenthrin"
"ACT12_M_103679","brofluthrinate"
"ACT12_M_103694","cyhalothrin"
"ACT12_M_103708","cypermethrin"
"ACT12_M_103711","alpha-cypermethrin"
"ACT12_M_103712","fenpropathrin"
"ACT12_M_103723","fenvalerate"
"ACT12_M_103725","flucythrinate"
"ACT12_M_103728","flumethrin"
"ACT12_M_103730","fluvalinate"
"ACT12_M_103755","tau-fluvalinate"
"ACT12_M_103765","permethrin"
"ACT12_M_103768","pyrethroid ether acaricides"
"ACT12_M_103769","halfenprox"
"ACT12_M_103778","pyrimidinamine acaricides"
"ACT12_M_103784","pyrimidifen"
"ACT12_M_103791","pyrrole acaricides"
"ACT12_M_103792","chlorfenapyr"
"ACT12_M_103795","quaternary ammonium acaricides"
"ACT12_M_103802","sanguinarine"
"ACT12_M_103803","quinoxaline acaricides"
"ACT12_M_103815","chinomethionat"
"ACT12_M_103883","thioquinox"
"ACT12_M_103884","strobilurin acaricides"
"ACT12_M_103928","methoxyacrylate strobilurin acaricides"
"ACT12_M_103930","bifujunzhi"
"ACT12_M_103944","fluacrypyrim"
"ACT12_M_103966","flufenoxystrobin"
"ACT12_M_103988","pyriminostrobin"
"ACT12_M_104002","sulfite ester acaricides"
"ACT12_M_104009","aramite"
"ACT12_M_104029","propargite"
"ACT12_M_104058","tetronic acid acaricides"
"ACT12_M_104059","spirodiclofen"
"ACT12_M_104060","spiromesifen"
"ACT12_M_104085","tetrazine acaricides"
"ACT12_M_104113","clofentezine"
"ACT12_M_104131","diflovidazin"
"ACT12_M_104132","thiazolidine acaricides"
"ACT12_M_104133","flubenzimine"
"ACT12_M_104134","hexythiazox"
"ACT12_M_104135","thiocarbamate acaricides"
"ACT12_M_104136","fenothiocarb"
"ACT12_M_104139","thiourea acaricides"
"ACT12_M_104168","chloromethiuron"
"ACT12_M_104179","diafenthiuron"
"ACT12_M_104189","unclassified acaricides"
"ACT12_M_104282","acequinocyl"
"ACT12_M_104312","acynonapyr"
"ACT12_M_104313","amidoflumet"
"ACT12_M_104315","arsenous oxide"
"ACT12_M_104316","clenpirin"
"ACT12_M_104317","closantel"
"ACT12_M_104318","crotamiton"
"ACT12_M_104319","cycloprate"
"ACT12_M_104320","cymiazole"
